,ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
2377,2377,churned,75,61,80.98411923,1674,165,3,3191.65367,887.8949793,22,22,iPhone
8440,8440,churned,66,54,89.68834124,242,17,0,2844.13073,1223.547078,9,8,iPhone
6935,6935,churned,56,51,243.7395019,1294,120,84,4616.254026,2900.175307,1,0,iPhone
6769,6769,,16,13,50.5578742,3434,83,25,1258.796185,983.4473705,8,6,iPhone
8204,8204,retained,38,32,92.71311047,2746,224,95,1418.528602,758.4863529,27,19,Android
6962,6962,retained,4,4,97.05527983,291,82,0,815.1887961,277.5956327,29,25,Android
10008,10008,retained,269,218,462.6941122,3427,54,0,2365.508184,1214.390546,20,15,iPhone
13554,13554,retained,21,18,46.65346493,188,41,0,1761.465986,1066.242557,11,9,Android
10903,10903,retained,173,139,207.3171094,162,47,111,3810.913481,2369.065958,13,13,iPhone
12110,12110,retained,79,78,87.87451392,2794,220,0,3629.714581,2712.726253,0,0,Android
13595,13595,retained,232,186,264.968153,1576,17,30,1278.326875,546.5670891,9,7,iPhone
11112,11112,retained,49,40,138.9562062,1732,0,0,3253.24091,2459.121083,29,21,iPhone
9303,9303,churned,14,12,114.110421,2888,305,15,3105.043229,1127.432945,3,1,iPhone
5430,5430,,59,48,144.2429767,71,284,25,3262.546857,2682.282859,18,11,iPhone
8156,8156,retained,116,94,440.6588022,1512,63,88,1993.248567,808.5460468,29,19,iPhone
14442,14442,retained,178,145,286.2817749,2874,0,15,5586.768723,2424.452543,27,22,iPhone
7320,7320,,38,35,66.23090359,479,34,76,802.4148175,587.1731134,21,15,iPhone
10221,10221,retained,82,66,122.3400081,2141,214,0,4655.190371,827.5402141,30,28,iPhone
12716,12716,retained,93,74,227.4278492,2165,23,0,4113.470783,1763.00042,15,10,Android
11073,11073,retained,225,180,302.0221576,95,66,0,1359.191121,814.5939873,5,4,Android
1613,1613,retained,135,108,419.3195679,763,40,112,7905.737834,5783.566766,14,9,iPhone
11188,11188,retained,24,24,41.54163806,3481,57,113,3409.285244,2710.375087,5,4,iPhone
13855,13855,retained,30,24,156.3642003,995,208,69,2878.875,1111.664426,28,26,iPhone
10199,10199,retained,76,61,142.7434338,2240,51,50,848.7386408,570.3437973,4,1,iPhone
8388,8388,retained,79,64,159.4554658,1432,145,0,1764.925158,515.9536879,3,3,Android
2015,2015,retained,91,73,146.3615746,2805,55,32,8031.04364,1734.039173,0,0,Android
8409,8409,retained,60,51,147.2076718,8,24,148,5340.665453,507.6615374,8,8,Android
14868,14868,retained,37,37,438.8593598,2687,176,0,2297.979557,1435.220813,3,3,iPhone
9848,9848,churned,4,4,234.5694568,538,118,0,1430.715989,272.6579081,2,2,iPhone
6440,6440,retained,24,24,32.14087809,3132,0,31,2400.822248,1352.740627,12,12,iPhone
2981,2981,retained,49,41,95.78704173,1222,37,0,4036.891605,1106.394354,28,20,Android
13118,13118,retained,84,68,122.2311054,1995,127,0,2179.706538,1529.233012,25,23,iPhone
9082,9082,retained,7,7,18.90168162,1364,6,0,5255.019656,3018.722927,3,0,iPhone
13096,13096,retained,41,37,108.2744185,223,0,104,2401.27019,500.1840432,19,11,iPhone
243,243,churned,293,235,362.5371744,710,222,0,4007.933555,1589.505388,8,6,iPhone
5030,5030,retained,168,140,242.8749314,1032,128,6,2716.320609,689.8505302,27,17,Android
106,106,retained,139,112,321.7948003,2298,237,58,1243.198074,675.2571618,29,23,Android
13630,13630,retained,113,104,186.4881192,1771,0,0,1332.203282,762.5356228,18,14,iPhone
10054,10054,retained,226,221,258.5218151,1064,89,0,2926.927768,1356.370793,11,8,Android
13256,13256,retained,49,39,52.65718491,586,0,0,2073.318385,612.5649691,10,5,Android
13757,13757,retained,5,4,91.1510624,810,5,16,2129.160209,1467.084962,15,13,iPhone
13301,13301,retained,131,108,229.3691593,1472,90,0,1246.014459,769.1332282,2,2,iPhone
6867,6867,retained,359,288,724.3310161,1308,52,0,3596.555083,2805.152919,9,6,iPhone
12686,12686,retained,21,19,32.35881545,397,0,0,3488.301558,317.1968313,29,23,Android
9880,9880,retained,89,71,103.6309567,2541,47,0,3695.528422,2898.098412,13,11,iPhone
4605,4605,retained,22,18,76.60325274,376,372,44,1794.662681,1105.154186,8,8,iPhone
7948,7948,retained,154,124,178.7401639,2765,28,54,2174.568678,1705.564414,20,20,Android
6662,6662,retained,50,41,162.381864,2281,0,0,6868.117827,4065.47517,10,10,iPhone
5284,5284,retained,117,95,271.725449,2160,225,0,3949.485217,2320.918492,16,15,Android
3960,3960,churned,61,54,98.12060468,1890,0,37,6240.126925,1213.02672,5,5,Android
3873,3873,retained,32,26,122.5784751,3211,50,0,1978.776451,1057.023067,16,14,iPhone
11353,11353,retained,103,84,153.8865145,2994,451,0,6759.950679,2070.39901,9,7,iPhone
6369,6369,retained,20,16,116.6272419,3016,19,67,4326.294846,309.87535,16,13,iPhone
7903,7903,retained,48,48,178.5332236,664,171,20,1361.453651,807.9743636,26,25,iPhone
5770,5770,churned,104,104,110.262644,1135,123,0,6085.678878,2227.013495,14,9,iPhone
7885,7885,retained,36,36,407.9112843,309,140,96,3206.687138,370.6257236,11,5,iPhone
9785,9785,retained,17,15,34.20262229,1394,326,7,1789.75806,1485.987485,18,10,iPhone
12515,12515,retained,2,2,6.110060831,1384,279,0,4861.565703,3340.545393,31,24,iPhone
7510,7510,churned,17,17,86.90425181,1023,196,184,1956.177007,929.2244012,5,5,iPhone
10132,10132,retained,58,47,72.50347457,42,202,34,2281.97616,1149.200577,10,6,Android
29,29,retained,57,46,60.0376594,1732,429,95,1443.441103,589.9503158,27,21,Android
2801,2801,retained,59,47,149.160979,2004,0,84,3718.818813,911.2907067,21,20,iPhone
7109,7109,retained,4,3,10.11881615,239,4,0,11654.61734,7674.951638,28,22,iPhone
5453,5453,churned,103,83,289.2160181,2008,405,16,3070.496224,1898.566326,6,6,iPhone
2922,2922,retained,22,18,93.58210994,3336,59,33,2865.917271,450.9708723,29,23,Android
4664,4664,retained,119,100,314.5395194,1862,0,0,3784.057105,1408.285149,25,24,iPhone
12852,12852,retained,117,117,166.6114347,2996,190,0,5413.034956,2633.260072,18,18,Android
8037,8037,retained,3,3,188.9130377,3337,0,20,2087.857804,1561.713732,10,8,Android
10007,10007,retained,39,39,292.3085414,3263,0,0,4344.244959,2021.400346,9,6,iPhone
1245,1245,retained,295,236,605.2654111,504,0,113,2707.906201,1090.476086,30,27,iPhone
7134,7134,retained,36,31,64.12677986,427,127,0,7208.598136,1717.140844,21,19,Android
4053,4053,retained,14,12,99.16994684,52,0,7,5259.967726,2641.387919,28,23,Android
12982,12982,,81,70,213.316458,1213,290,15,3115.001536,741.7218537,27,21,iPhone
4412,4412,retained,2,2,162.8837678,1339,0,47,3149.009037,2321.319316,28,27,iPhone
108,108,retained,29,23,56.53640154,677,309,0,5052.460683,868.0307127,7,5,iPhone
6977,6977,retained,62,53,162.2076202,1831,0,0,5749.039417,4208.737104,19,17,iPhone
5460,5460,retained,262,211,346.7717766,222,0,0,1137.672027,812.6789294,7,7,iPhone
8262,8262,retained,101,80,127.9758558,275,343,18,2185.320684,442.2769935,29,25,Android
11231,11231,churned,77,69,106.6019455,356,293,64,5417.404977,584.9291072,21,18,Android
7168,7168,retained,287,230,446.0422122,1281,0,0,3683.655699,1394.722096,21,12,Android
7759,7759,retained,42,34,398.067393,504,53,0,1617.855371,899.7224904,14,8,Android
8672,8672,churned,39,32,41.9026407,1752,50,11,376.1507281,305.4156205,16,16,iPhone
4394,4394,retained,13,10,101.6842499,1154,0,0,3045.317595,310.1652272,2,0,iPhone
8779,8779,retained,38,37,92.88771177,2197,0,34,3490.582565,1369.670798,13,10,iPhone
12695,12695,retained,110,90,365.1602044,2545,73,15,2972.954371,1437.620455,28,25,iPhone
11859,11859,churned,57,47,282.3735167,1163,62,149,1619.100558,414.7609219,7,7,iPhone
10062,10062,retained,96,77,375.9774247,2894,0,16,1434.455328,199.7647084,29,21,iPhone
4348,4348,retained,24,21,45.72039956,276,369,11,1231.506132,967.4681034,27,25,Android
12164,12164,retained,48,39,152.2798682,2439,0,49,1690.263741,1197.793194,13,6,iPhone
14799,14799,retained,343,284,381.779439,3367,127,0,4562.724468,3568.700646,25,23,iPhone
7474,7474,retained,9,8,19.05838313,2799,0,10,5015.40894,3807.043011,20,15,iPhone
7252,7252,retained,73,59,292.5150399,1550,0,0,6164.473463,4712.513265,28,19,Android
7070,7070,retained,0,0,71.15048506,168,264,0,1842.669478,1164.383348,6,2,Android
4999,4999,retained,16,13,42.13910406,555,0,0,7291.053434,2579.155419,23,23,iPhone
5608,5608,retained,33,27,97.47162453,3325,221,0,8075.95177,5000.908358,20,12,Android
10374,10374,churned,59,50,367.3700809,99,180,71,2852.177823,590.4885739,18,17,iPhone
973,973,retained,188,151,275.8568351,2535,7,0,5118.581593,1005.960093,22,19,iPhone
11920,11920,retained,62,54,125.0221986,758,97,0,4152.003653,1987.826604,26,21,Android
4299,4299,retained,41,33,199.7045663,976,18,0,3838.985062,969.5194212,31,28,iPhone
11732,11732,retained,55,44,56.21359516,777,6,10,2150.86362,1172.702323,15,15,iPhone
3653,3653,retained,118,103,256.4975267,284,5,36,3821.299104,1649.150428,26,19,iPhone
12134,12134,retained,190,153,206.0176601,3250,374,0,3932.917574,1727.188848,22,19,iPhone
7292,7292,retained,85,69,85.32030807,2280,286,0,4280.494527,1249.624175,4,4,iPhone
3088,3088,churned,91,78,91.35802206,2855,110,96,2355.114295,1900.549738,21,17,iPhone
8451,8451,retained,23,19,157.6156455,2285,0,0,5022.012909,943.9665474,20,17,iPhone
13268,13268,retained,19,15,219.2220147,2206,0,27,5185.247236,2833.832533,24,19,iPhone
5294,5294,retained,42,34,101.1194872,2982,0,0,1128.030612,314.7525011,24,21,Android
5803,5803,retained,88,81,175.379015,2163,0,83,2688.849041,1190.922301,13,8,iPhone
8506,8506,retained,26,22,330.539037,707,12,131,4646.87028,2105.216972,22,14,iPhone
10,10,retained,23,20,117.2257719,1946,0,36,8554.91444,5352.56772,9,9,iPhone
2647,2647,retained,37,35,61.25749572,2620,0,0,3865.737158,1841.229539,13,11,iPhone
11782,11782,,170,137,196.1180193,2343,0,68,2511.693969,1818.177419,0,0,Android
1426,1426,retained,99,82,205.7758551,1488,62,0,7304.786928,3872.830058,16,16,iPhone
12302,12302,retained,303,288,311.9456749,233,45,172,3060.121676,2209.744449,22,16,iPhone
3265,3265,churned,82,76,86.01165604,1041,29,20,11394.79807,5913.970397,3,2,Android
13240,13240,churned,284,280,693.2787571,1179,39,75,5915.35659,2345.375155,6,2,iPhone
12906,12906,churned,5,5,84.60754265,3199,414,46,4025.542051,1045.151659,9,9,iPhone
8437,8437,retained,39,36,57.65776277,3442,35,115,2784.255579,955.2875242,17,17,iPhone
11134,11134,retained,38,31,149.5150026,3348,127,114,6401.759566,1921.422034,28,26,Android
1215,1215,churned,60,48,410.8677859,313,286,88,2874.663181,1428.559987,3,3,iPhone
11739,11739,retained,5,5,62.71514407,1046,268,12,5024.060852,2736.355336,6,5,iPhone
13889,13889,retained,26,21,141.213445,993,0,19,1234.19466,501.4218712,16,14,iPhone
11860,11860,retained,132,105,151.3414067,2047,97,2,8026.944805,4718.94844,2,0,iPhone
9219,9219,retained,184,150,625.1543635,477,125,38,7837.703772,3998.655303,16,14,iPhone
6700,6700,retained,12,10,306.9109091,2922,0,0,8899.10566,6871.861771,3,3,iPhone
323,323,retained,115,92,187.3888153,1695,116,15,4477.163148,2212.245305,23,20,iPhone
1344,1344,retained,71,71,284.8289446,2380,74,0,5135.096649,2014.225652,27,23,iPhone
4457,4457,retained,61,50,89.03768806,2471,10,12,8183.314765,2352.010092,3,0,iPhone
8999,8999,churned,157,128,169.4027739,3237,180,42,6862.492594,3818.260567,15,12,Android
909,909,retained,17,17,75.810063,2476,0,3,1272.151893,847.916565,25,16,iPhone
10140,10140,retained,14,14,196.9685359,493,1,23,7131.175083,3889.696836,15,15,Android
3399,3399,retained,51,43,179.1968309,2160,42,81,2760.27265,567.6849441,13,6,iPhone
496,496,churned,71,60,125.7975759,433,0,5,694.2755175,345.7364815,2,0,Android
14221,14221,,51,46,375.2553191,2317,229,0,4870.678422,2202.966999,25,15,Android
12368,12368,,32,26,167.6180457,824,81,6,1698.587137,994.0717251,14,14,iPhone
10284,10284,retained,75,63,216.0512839,1799,38,30,2920.812254,1604.346218,13,6,Android
10444,10444,churned,14,13,40.62093777,783,6,0,2369.292639,838.3615128,7,7,Android
12803,12803,retained,81,65,217.2465385,1900,71,0,627.9647075,437.0936111,24,22,iPhone
3470,3470,churned,72,59,135.0671761,1092,42,0,5887.918233,3109.982946,4,3,iPhone
13163,13163,retained,256,206,384.8264158,1646,0,0,1797.471861,539.9071821,2,2,iPhone
13028,13028,retained,55,44,67.48577732,3126,107,11,1587.892483,423.4007296,6,2,iPhone
4365,4365,churned,126,102,234.0111779,682,72,0,251.8725235,163.7625876,26,18,Android
10355,10355,retained,90,76,123.0090852,1371,0,15,3366.363695,1527.490816,7,6,iPhone
1195,1195,retained,188,158,256.8460035,565,83,197,4821.111368,3242.191073,27,24,iPhone
6138,6138,churned,237,191,398.4532833,2888,132,0,2946.516657,1939.876263,31,23,Android
1423,1423,retained,99,80,294.4362353,1458,0,0,2188.433974,191.2299059,3,3,Android
6713,6713,retained,66,53,188.7001874,3398,11,17,2336.287121,1908.517058,30,20,Android
256,256,retained,138,111,221.4540961,872,97,77,2947.870739,317.2041291,18,14,iPhone
12632,12632,retained,261,210,276.9426333,3317,123,0,259.150446,79.21930062,23,21,iPhone
9066,9066,churned,99,82,105.8947659,2238,597,51,2573.778581,637.4844893,12,11,Android
288,288,,199,159,248.5608538,2959,127,0,5285.296516,1383.3253,29,20,Android
12889,12889,retained,56,54,81.64110714,3165,0,0,2824.67483,1940.531493,10,3,iPhone
6433,6433,retained,30,25,50.78778706,1902,55,13,4040.765794,417.6127993,20,19,Android
14878,14878,retained,57,47,128.2874123,2731,37,4,5602.26326,1690.01901,26,25,iPhone
11335,11335,retained,73,61,212.6940806,1140,136,19,8930.370199,1019.49038,10,7,iPhone
12344,12344,churned,126,101,152.0864753,522,0,0,5887.412712,3532.429685,6,3,Android
4484,4484,retained,77,77,173.3824365,2782,0,0,3334.502801,2663.602977,1,0,iPhone
10999,10999,churned,44,44,183.4350132,1027,140,0,8221.275824,4535.437439,5,5,iPhone
11594,11594,retained,139,112,291.7391584,2956,615,0,2621.428177,1004.872218,3,3,iPhone
6510,6510,retained,350,282,611.2060912,467,46,0,4984.07281,2603.311904,13,6,Android
1232,1232,retained,5,4,61.2518465,1918,0,19,3105.160894,1290.113798,2,0,iPhone
6926,6926,retained,92,75,292.7691933,845,0,0,2309.711769,957.8534584,30,21,Android
10168,10168,retained,10,10,39.38280049,1451,121,0,1736.080127,450.6387854,31,21,Android
2675,2675,churned,54,44,135.6547871,2951,105,50,5240.082257,3825.079901,22,22,Android
1112,1112,retained,138,115,317.0754552,3180,281,0,3765.538433,2641.029203,10,6,iPhone
6695,6695,retained,95,76,262.118166,2177,45,57,8992.646297,3182.573034,23,16,Android
7512,7512,retained,57,49,368.7690672,1742,0,0,7339.358208,2201.843374,26,17,iPhone
267,267,retained,31,27,199.1817354,2891,171,0,3255.874666,1919.401874,26,21,iPhone
11979,11979,retained,91,73,256.0250935,1110,123,0,4615.38148,2430.235321,27,24,iPhone
9624,9624,retained,32,26,45.59217469,1684,18,24,7684.556003,1145.676326,29,20,Android
5804,5804,retained,414,364,489.434166,2165,0,24,3299.79969,436.9884643,3,3,iPhone
5654,5654,retained,107,107,262.9849341,1253,21,20,1270.619185,633.6011248,19,12,iPhone
11331,11331,retained,43,34,58.84367603,2014,488,7,1544.346973,923.3414551,4,2,iPhone
3048,3048,churned,83,82,86.74403635,2537,38,22,4892.50233,1605.721485,15,11,iPhone
6165,6165,retained,37,30,40.74557934,3479,6,0,4839.92784,2257.932231,26,25,Android
8114,8114,churned,45,36,101.1574798,678,0,38,4470.185417,1954.119166,6,5,iPhone
1379,1379,retained,168,137,211.6801198,248,88,0,9795.675626,1519.011964,2,2,iPhone
8377,8377,retained,105,84,384.414772,765,371,0,2139.962473,611.2522205,23,14,iPhone
11519,11519,,60,49,131.6830363,816,90,71,3308.772914,1751.688435,19,19,Android
6127,6127,churned,61,52,76.83886139,1147,224,11,2476.776277,1592.284103,8,8,Android
4759,4759,retained,3,3,60.65017343,686,205,136,1260.070109,336.8881467,31,30,Android
9573,9573,retained,7,6,19.11166798,533,0,0,7678.97772,5309.680653,26,25,iPhone
5500,5500,retained,119,97,167.6587383,3250,458,0,6194.929186,1032.597819,20,18,iPhone
11155,11155,retained,62,50,145.8109941,1498,251,140,1019.551842,433.4408852,4,3,iPhone
3790,3790,retained,36,29,108.3482871,895,21,7,1302.456945,484.6440291,19,19,iPhone
620,620,retained,140,113,310.4735259,1133,116,99,5137.376177,1403.588125,5,2,iPhone
652,652,retained,19,19,173.8472622,2421,55,0,2349.959455,1552.919302,27,18,iPhone
7342,7342,retained,138,114,253.5795993,1095,394,88,2700.976894,454.2710165,28,26,Android
8029,8029,retained,65,52,308.4391086,2173,2,31,942.367195,743.1333837,24,16,iPhone
3473,3473,retained,8,7,23.25777795,1531,71,0,876.1347239,408.339402,13,6,iPhone
12335,12335,retained,89,72,105.3188939,974,160,9,3199.6514,2500.782508,16,13,iPhone
6373,6373,retained,150,120,187.0029361,3411,53,17,4120.749654,1539.680529,30,25,Android
6834,6834,retained,149,123,343.1875182,453,647,0,1699.338969,628.1146045,25,20,Android
13982,13982,retained,3,3,18.52309589,1473,0,33,2338.493719,1219.573829,24,15,iPhone
11749,11749,retained,65,52,182.1466951,2367,0,175,5221.640158,1240.33891,2,2,iPhone
2516,2516,retained,69,55,240.313461,1901,0,68,9048.964335,6570.40557,28,23,iPhone
11514,11514,churned,93,74,124.7617744,1487,0,4,3811.020148,2958.087294,28,19,iPhone
11480,11480,retained,56,46,170.3285611,760,104,0,9675.470872,1718.824091,25,22,iPhone
7074,7074,retained,15,15,176.2678222,602,47,0,10320.20164,7427.342568,2,2,iPhone
13302,13302,retained,40,32,334.8468296,3357,39,0,9516.278451,1268.135172,25,20,iPhone
8222,8222,retained,11,9,230.9087554,1741,0,0,3737.157394,2637.142904,2,1,iPhone
10790,10790,retained,161,130,212.070835,3109,100,54,4417.073489,2066.56051,18,14,iPhone
5598,5598,churned,204,167,361.1735481,1398,6,21,6859.719775,3942.96245,2,2,iPhone
3603,3603,retained,10,8,45.53567058,1514,0,0,2300.847287,1856.558422,28,22,Android
9313,9313,retained,78,62,158.3691797,1867,40,74,3622.563023,2086.18314,22,20,iPhone
14252,14252,retained,343,280,367.7304315,711,0,20,7024.292175,2714.397573,22,19,Android
5456,5456,churned,146,117,195.1235999,1710,278,84,1461.296015,524.5715875,0,0,Android
8963,8963,retained,9,7,71.43071532,2010,0,24,2690.636333,329.4550827,17,17,Android
1506,1506,retained,57,46,99.40991976,2489,15,0,1786.677111,1437.623357,5,2,iPhone
9420,9420,churned,38,31,115.98625,2469,60,0,5835.463097,1896.488771,10,4,iPhone
12995,12995,retained,70,56,232.9566031,2843,29,0,1778.814052,1429.388251,28,19,Android
7726,7726,retained,4,4,123.5023625,293,264,6,7184.878842,4665.967323,21,14,Android
10925,10925,churned,49,41,90.62255511,956,59,0,4254.747459,908.2083138,30,26,iPhone
12375,12375,retained,56,45,75.05697916,1404,109,0,4061.813324,1302.581531,9,3,iPhone
6590,6590,retained,61,51,66.50771571,2772,124,0,2870.810356,993.9117886,10,10,iPhone
14627,14627,retained,82,66,214.150728,2970,138,6,4967.655805,3949.321319,21,15,Android
730,730,churned,125,104,144.580297,1058,201,54,3442.216288,2314.514438,2,2,iPhone
11278,11278,retained,209,167,478.8114501,3481,41,33,10224.8553,726.9644186,9,9,Android
12349,12349,retained,106,106,487.3847322,2131,89,0,7332.286666,3299.113901,23,14,Android
6118,6118,retained,13,13,56.08581531,984,13,0,5487.478996,601.9771064,5,4,iPhone
10481,10481,retained,36,36,336.5556025,1548,44,135,1837.843793,1151.335401,13,10,iPhone
1745,1745,retained,61,61,98.57489661,2587,76,0,2071.583486,266.6946885,29,23,iPhone
3853,3853,churned,152,123,194.4808351,1287,48,36,4366.129495,2277.070805,11,4,iPhone
9652,9652,churned,131,105,290.2146777,3318,31,0,5730.325436,3228.488698,11,5,Android
14636,14636,retained,20,19,94.26309215,2148,340,0,14867.81728,6615.244367,6,1,iPhone
2709,2709,retained,2,2,39.40193875,1657,0,20,6578.988109,4912.042373,29,23,Android
8651,8651,churned,36,36,286.0883388,187,83,0,3121.866106,2187.20783,19,15,Android
3388,3388,retained,186,160,375.1961153,2834,330,16,4579.316016,2069.318982,7,7,iPhone
11481,11481,churned,32,26,299.8517841,2587,0,0,1346.661369,599.9062682,2,2,iPhone
11851,11851,retained,46,46,230.4442775,3269,303,0,4399.809598,2105.78726,2,0,Android
8522,8522,retained,108,87,168.8039536,868,4,29,5407.995105,2079.263809,14,12,iPhone
